slug,title,pack_term,required_sections_complete,min_internal_links_met,sources_complete,metadata_complete,slug_valid,no_dead_links,language_redlines_ok,no_duplicate_conflict,search_indexed,pack_coverage_ok,score,rating
"staatskapitalismus","Staatskapitalismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"staatspropaganda","Staatspropaganda",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"staatssozialismus","Staatssozialismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"staatsversagen","Staatsversagen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"staatsvolk","Staatsvolk",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"stadtwerke","Stadtwerke",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"stafford-beer","Stafford Beer",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"stakeholder-kapitalismus","Stakeholder-Kapitalismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"standardlastprofil","Standardlastprofil / SLP",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"state-capture","State Capture",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"state-of-charge","State of Charge / SOC",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"state-of-health","State of Health / SOH",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"stationaerer-batteriespeicher","Stationärer Batteriespeicher",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"status-quo-bias","Status-quo-Bias",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"steuerkritik","Steuerkritik",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"steuerungsdaten","Steuerungsdaten",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"stiftung","Stiftung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"stranded-assets","Stranded Assets",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"strategische-reserve","Strategische Reserve",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"strategisches-management","Strategisches Management",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"streitfaehigkeit","Streitfähigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"stressreaktion","Stressreaktion",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"stromgestehungskosten","Stromgestehungskosten",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"strommarkt","Strommarkt",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"strommarktdesign","Strommarktdesign",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"stromnetz","Stromnetz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"stromnev","StromNEV",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"strompreisbestandteile","Strompreisbestandteile",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"stromsteuer","Stromsteuer",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"strukturdeterminiertheit","Strukturdeterminiertheit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"strukturelle-kopplung","Strukturelle Kopplung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"struktureller-rassismus","Struktureller Rassismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"strukturelles-driften","Strukturelles Driften",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"studienfinanzierung","Studienfinanzierung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"suendenbockmechanismus","Sündenbockmechanismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"suffizienz","Suffizienz",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"superkondensator","Superkondensator",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"supply-chain-resilienz","Supply-Chain-Resilienz",true,0,1,1,1,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"supply-side-economics","Supply-side Economics",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"supraleitung","Supraleitung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"sustainable-finance","Sustainable Finance",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"systemdienstleistungen","Systemdienstleistungen",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"systemgrenze","Systemgrenze",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"systemische-kohaerenz","Systemische Kohärenz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"systemischer-wert","Systemischer Wert",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"systemkosten","Systemkosten",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"systemorientiertes-management","Systemorientiertes Management",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"systemverzerrender-lobbyismus","Systemverzerrender Lobbyismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"t-sroi","T-SROI",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"tab-mittelspannung","TAB Mittelspannung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"tandem-solarzelle","Tandem-Solarzelle",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"tank-to-wheel","Tank-to-Wheel",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"tar-mittelspannung","TAR Mittelspannung / VDE-AR-N 4110",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"tauschwert","Tauschwert",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"taxonomiefaehigkeit","Taxonomiefähigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"taxonomiekonformitaet","Taxonomiekonformität",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"taxonomy-kpis","Taxonomie-KPIs",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"taxonomy-navigator","Taxonomy Navigator / Taxonomy Compass",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"tcfd","TCFD",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"technische-anschlussregel","Technische Anschlussregel / TAR",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"technische-bewertungskriterien","Technische Bewertungskriterien",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"technischer-kreislauf","Technischer Kreislauf",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"technischer-naehrstoff","Technischer Nährstoff",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"theokratie","Theokratie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"thermal-runaway","Thermal Runaway",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"thermisches-kraftwerk","Thermisches Kraftwerk",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"thg-emissions-scopes","THG-Emissions-Scopes",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"thinktank","Thinktank",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"thinktank-netzwerk","Thinktank-Netzwerk",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"tnfd","TNFD",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"totalitarismus","Totalitarismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"totalitarismus-arendt","Totalitarismus nach Arendt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"trafostation","Trafostation",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"transaktionskosten","Transaktionskosten",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"transformationsbonus","Transformationsbonus",false,0,1,1,0,1,0,1,1,1,1,7,"nacharbeiten"
"transformationspfad","Transformationspfad",true,0,1,1,1,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"transformationswelle","Transformationswelle",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"transformationswirkung","Transformationswirkung",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"transformator","Transformator / Trafo",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"transition-finance","Transition Finance",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"transition-plan","Transition Plan",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"transition-risk","Transition Risk",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"transparenz","Transparenz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"transparenzregister-lobbyismus","Transparenzregister",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"treibhausgasemissionen","Treibhausgasemissionen",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"trickle-down-oekonomie","Trickle-down-Ökonomie",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"trittbrettfahrerproblem","Trittbrettfahrerproblem",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"triviale-maschine","Triviale Maschine",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"typ-2-stecker","Typ-2-Stecker",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"uebergabestation","Übergabestation",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"uebergangstaetigkeit","Übergangstätigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"uebertragungsnetz","Übertragungsnetz",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ueberwachungskapitalismus","Überwachungskapitalismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"umspannstation","Umspannstation",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"umspannwerk","Umspannwerk",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"umweltgerechtigkeit","Umweltgerechtigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"un-guiding-principles","UN Guiding Principles on Business and Human Rights",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"unbezahlte-arbeit","Unbezahlte Arbeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"unsichtbare-arbeit","Unsichtbare Arbeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"unternehmen-als-wirkungssystem","Unternehmen als Wirkungssystem",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"unternehmerfunktion","Unternehmerfunktion",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"unternehmerisches-lernen","Unternehmerisches Lernen",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"upcycling","Upcycling",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"urban-mining","Urban Mining",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"urban-mining-batterien","Urban Mining Batterien",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"urteilskraft","Urteilskraft",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"value-proposition","Value Proposition",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"value-proposition-canvas","Value Proposition Canvas",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"varietaet","Varietät",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"vehicle-to-grid","Vehicle-to-Grid",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"vehicle-to-home","Vehicle-to-Home",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"vehicle-to-load","Vehicle-to-Load",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"verbrauchsgueter","Verbrauchsgüter",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"verfassung","Verfassung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"verfassungsgerichtsbarkeit","Verfassungsgerichtsbarkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"verfassungsmaessige-wirkungsarchitektur","Verfassungsmäßige Wirkungsarchitektur",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"verfassungsorgan","Verfassungsorgan",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"verfuegbarkeitsheuristik","Verfügbarkeitsheuristik",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"verhaeltnismaessigkeit","Verhältnismäßigkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"verlustaversion","Verlustaversion",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"verlustleistung","Verlustleistung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"vermeidene-schaeden-folgekosten","Vermeidene Schäden / vermiedene Folgekosten",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"versicherbarkeit","Versicherbarkeit",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"versorgungssicherheit","Versorgungssicherheit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"verstaerkungslernen","Verstärkungslernen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"verteilnetz","Verteilnetz",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"vertragsfreiheit","Vertragsfreiheit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"vertrauen","Vertrauen",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"vertrauensverschiebung","Vertrauensverschiebung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"vertrautheitseffekt","Vertrautheitseffekt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"verwaltung","Verwaltung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"viabilitaet","Viabilität",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"viable-system-model","Viable System Model",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"vita-activa","Vita activa",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"volkssouveraenitaet","Volkssouveränität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"vollstaendige-information","Vollständige Information",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"vsme","VSME",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"vulnerabilitaet","Vulnerabilität",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"waermepumpe","Wärmepumpe",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"waermespeicher","Wärmespeicher",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wahlintegritaet","Wahlintegrität",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wahlmanipulation","Wahlmanipulation",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wahrhaftigkeit","Wahrhaftigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wahrheit","Wahrheit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wahrheitsillusionseffekt","Wahrheitsillusionseffekt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wahrnehmung","Wahrnehmung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wallbox","Wallbox",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wandlermessung","Wandlermessung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"warenfetisch","Warenfetisch",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"warmmietenneutralitaet","Warmmietenneutralität",false,1,0,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wartung","Wartung / Maintenance",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wasserkraft","Wasserkraft",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wasserstoff","Wasserstoff",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wasserstoffspeicher","Wasserstoffspeicher",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wasserstress","Wasserstress",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"watchdog-organisation","Watchdog-Organisation",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wehrhafte-demokratie","Wehrhafte Demokratie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"weiterverteilung","Weiterverteilung / Redistribute",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"well-to-tank","Well-to-Tank",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"well-to-wheel","Well-to-Wheel",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"weltlosigkeit","Weltlosigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wert","Wert",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"werte","Werte",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wertekonflikt","Wertekonflikt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"werterhalt","Werterhalt",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wertewandel","Wertewandel",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wertschoepfung","Wertschöpfung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wesentlicher-beitrag","Wesentlicher Beitrag",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"who","WHO",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wiedergeburtsnarrativ","Wiedergeburtsnarrativ",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wiederverwendung","Wiederverwendung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"windenergie","Windenergie",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"windenergieanlage-lebenszyklus","Windenergieanlage Lebenszyklus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"windrad-recycling","Windrad-Recycling",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wirkleistung","Wirkleistung",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirklichkeitsbindung","Wirklichkeitsbindung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirklichkeitskonstruktion","Wirklichkeitskonstruktion",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkmechanismus","Wirkmechanismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirksames-management","Wirksames Management",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirksamkeit","Wirksamkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkstoff","Wirkstoff",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkung","Wirkung",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkung-im-preisschild","Wirkung im Preisschild",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungs-bip","Wirkungs-BIP",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsarchitektur","Wirkungsarchitektur",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungsassurance","Wirkungsassurance",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsaudit","Wirkungsaudit",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsbewertung","Wirkungsbewertung",true,1,1,1,1,1,0,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsbiografie","Wirkungsbiografie",false,0,1,1,0,1,0,1,1,1,1,7,"nacharbeiten"
"wirkungsblindheit","Wirkungsblindheit",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungsbonus","Wirkungsbonus",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungsbudget","Wirkungsbudget",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungscontrolling","Wirkungscontrolling",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsdaten","Wirkungsdaten",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsdatenraeume","Wirkungsdatenräume",true,0,1,1,1,1,0,0,1,1,1,7,"nacharbeiten"
"wirkungsdatenraum","Wirkungsdatenraum",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungseinkommen","Wirkungseinkommen",true,1,1,1,1,1,0,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungseinkommensteuer","Wirkungseinkommensteuer",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsempfaenger","Wirkungsempfänger",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsethik","Wirkungsethik",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsfonds","Wirkungsfonds",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungsfreiheit","Wirkungsfreiheit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wirkungsgrad","Wirkungsgrad",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsgrenze","Wirkungsgrenze",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungsgutschrift","Wirkungsgutschrift",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungshaushalt","Wirkungshaushalt",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungsindikator","Wirkungsindikator",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungsinnovation","Wirkungsinnovation",true,0,1,1,1,1,1,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsintegration","Wirkungsintegration",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungskapital","Wirkungskapital",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungskommunikation","Wirkungskommunikation",true,0,1,1,1,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungskompetenz","Wirkungskompetenz",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungslenkung","Wirkungslenkung",true,1,1,1,1,1,0,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsnetz","Wirkungsnetz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsorientierte-unternehmensfuehrung","Wirkungsorientierte Unternehmensführung",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsorientiertes-hosting","Wirkungsorientiertes Hosting",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungspaedagogik","Wirkungspädagogik",false,1,0,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungspfad","Wirkungspfad",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungspflicht-des-eigentums","Wirkungspflicht des Eigentums",false,1,0,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungspotenzial","Wirkungspotenzial",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungspruefung","Wirkungsprüfung",false,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungspunkte","Wirkungspunkte",true,1,1,1,1,1,0,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsradar","Wirkungsradar",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"wirkungsrat","Wirkungsrat",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungsraum","Wirkungsraum",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungsregister","Wirkungsregister",true,1,1,1,1,1,0,0,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsrendite","Wirkungsrendite",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsrente","Wirkungsrente",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungsresilienz","Wirkungsresilienz",true,1,1,1,1,1,1,1,1,1,1,10,"veroeffentlichungsreif"
"wirkungsrisiko","Wirkungsrisiko",true,1,1,1,1,1,1,1,1,1,1,10,"veroeffentlichungsreif"
"wirkungsrueckkopplung","Wirkungsrückkopplung",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungsschule","Wirkungsschule",false,1,0,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"wirkungssteuer","Wirkungssteuer",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"wirkungssteuergesetz","Wirkungssteuergesetz",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
