WOK_ID,SDG_or_SDGplus,Target,Indikatorfamilie,Item,Definition,Einheit,Polarity,Rule_ID,Schwellen,Schwellenkategorie,Schwellenstatus,Grenzwertbasis,Benchmarkbedarf,Quelle_detail,Quellenfunktion,Quellenstatus,Source_IDs,NACE_Legacy,NACE_Version,NACE_Rev2.1,NACE_Status,Systemgrenze,Berechnungslogik,Datenqualitätsanforderung,Assurance_Anforderung,Fachlogik_Status,Prüfpriorität,Prüfhinweis,Version,Gültig_ab,Gültig_bis
WOK-G-105,SDG 1 – Keine Armut,1.a,Steuertransparenz für Sozialstaat,Steuertransparenz für Sozialstaat – Whistleblowing,Wirksamkeits‑Score,0–1,higher_is_better,R16,"≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS G1, GRI 205/207, OECD Anti‑Bribery","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-G-106,SDG 1 – Keine Armut,1.a,Steuertransparenz für Sozialstaat,Steuertransparenz für Sozialstaat – Steuertransparenz,CbCR‑Offenlegung,0–1,higher_is_better,R08,vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2,Qualitativ,Assurance und Kriterienkatalog erforderlich,WÖk-interne Kategorien,Optional/Nein,"ESRS G1, GRI 205/207, OECD Anti‑Bribery","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Dokumentierter Kriterienkatalog; nachvollziehbare Evidenz; DQR A/B bevorzugt,Unabhängige Fachprüfung/Limited Assurance; bei roten Linien Reasonable Assurance,Prüfung/Parametrisierung erforderlich,Hoch,Die Kategorie −3 fehlt; Vollständigkeit und Wirksamkeit sind feldspezifisch zu definieren.,v1.4,2026-08-16,
WOK-S-113,SDG 1 – Keine Armut,1.2,Existenzsichernde Teilzeit/Minijobs,Existenzsichernde Teilzeit/Minijobs – Living Wage,Abdeckung Lebenslohn,% Beschäftigte,higher_is_better,R27,≥95:+3; 80–94:+2; 60–79:0; 40–59:‑2; <40:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS S1, GRI 401/403/405/406, ILO","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; ISO-45001; ILO-LW; ILO-CORE,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Eigene Belegschaft/Organisation; FTE, Beschäftigtengruppe und Zeitraum",Anteil Beschäftigte ≥ Living Wage (zertifizierte Methodik).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-S-114,SDG 1 – Keine Armut,1.2,Existenzsichernde Teilzeit/Minijobs,Existenzsichernde Teilzeit/Minijobs – Tarifbindung,Beschäftigte unter Kollektivvertrag,%,higher_is_better,R26,≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS S1, GRI 401/403/405/406, ILO","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; ISO-45001; ILO-LW; ILO-CORE,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Eigene Belegschaft/Organisation; FTE, Beschäftigtengruppe und Zeitraum",Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-S-115,SDG 1 – Keine Armut,1.2,Existenzsichernde Teilzeit/Minijobs,Existenzsichernde Teilzeit/Minijobs – LTIFR,Arbeitsunfälle pro Mio Stunden,Unfälle/Mio Std.,lower_is_better,R02,0:+3; ≤1:+2; ≤3:0; ≤5:‑2; >5:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS S1, GRI 401/403/405/406, ILO","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; ISO-45001; ILO-LW; ILO-CORE,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Eigene Belegschaft/Organisation; FTE, Beschäftigtengruppe und Zeitraum",LTIFR = Unfälle mit Ausfallzeit / 1 Mio. Std. (ILO/GRI 403).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-E-101,SDG 2 – Kein Hunger,2.4,Nährstoffmanagement (N‑Überschuss),Nährstoffmanagement (N‑Überschuss) – Entnahme (WSI),Wasserentnahme × Wasserstressindex,m³*WSI,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; WRI-AQ; ISO-14046,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,∑(m³ Standort × WRI‑Aqueduct‑Stressfaktor).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-102,SDG 2 – Kein Hunger,2.4,Nährstoffmanagement (N‑Überschuss),Nährstoffmanagement (N‑Überschuss) – Reuse,Anteil wiederverwendetes Prozesswasser,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; WRI-AQ; ISO-14046,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-103,SDG 2 – Kein Hunger,2.4,Nährstoffmanagement (N‑Überschuss),Nährstoffmanagement (N‑Überschuss) – Abwasserqualität,Messwert in Prozent des jeweils anwendbaren Rechts- oder Genehmigungsgrenzwerts,% des Grenzwerts,lower_is_better,R12,≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3,Rechts-/Genehmigungsgrenze,Rechtsfundstelle je Fall erforderlich,Jeweils anwendbare Rechtsnorm/Genehmigung,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Berichtsrahmen; konkrete Rechts- oder Genehmigungsfundstelle je Fall erforderlich,Teilbelegt – Rechtsfundstelle je Messung fehlt,EU-ESRS; WRI-AQ; ISO-14046,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,"Grenzwertquote = Messwert / anwendbarer Grenzwert × 100; Fundstelle, Einheit, Messpunkt und Zeitraum nachweisen.","Kalibrierter Messwert; Rechtsfundstelle, Grenzwert, Einheit, Messpunkt und Zeitraum",Behördlicher/akkreditierter Nachweis oder unabhängige Prüfung,Prüfung/Parametrisierung erforderlich,Hoch,"Nicht der absolute Messwert, sondern Messwert ÷ Grenzwert × 100 wird bewertet.",v1.4,2026-08-16,
WOK-E-104,SDG 2 – Kein Hunger,2.4,Pestizideinsatz,Pestizideinsatz – Abfallintensität,Abfallmenge je Output,kg/t,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E5, GRI 306, WEEE/VerpackG",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; GRI,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Kritische Schablonenabweichung – Indikator und Definition fachlich neu zu entwerfen,Kritisch,"Item-Bezeichnung und Messdefinition passen nicht ausreichend zusammen. Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-105,SDG 2 – Kein Hunger,2.4,Pestizideinsatz,Pestizideinsatz – Recyclingquote,Anteil verwerteter Abfälle,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E5, GRI 306, WEEE/VerpackG","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Recyclingquote = stofflich verwertete Menge / Gesamtabfall.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Kritische Schablonenabweichung – Indikator und Definition fachlich neu zu entwerfen,Kritisch,Item-Bezeichnung und Messdefinition passen nicht ausreichend zusammen. Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-106,SDG 2 – Kein Hunger,2.4,Pestizideinsatz,Pestizideinsatz – Gefährlicher Abfall,Gefährlicher Abfall je Output,kg/t,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E5, GRI 306, WEEE/VerpackG",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; GRI,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Gefährlicher Abfall‑Intensität = Gefährlicher Abfall / Output bzw. Umsatz.,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Kritische Schablonenabweichung – Indikator und Definition fachlich neu zu entwerfen,Kritisch,"Item-Bezeichnung und Messdefinition passen nicht ausreichend zusammen. Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-107,SDG 2 – Kein Hunger,2.4,Wasserentnahme (WSI),Wasserentnahme (WSI) – Entnahme (WSI),Wasserentnahme × Wasserstressindex,m³*WSI,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; WRI-AQ; ISO-14046,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,∑(m³ Standort × WRI‑Aqueduct‑Stressfaktor).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-108,SDG 2 – Kein Hunger,2.4,Wasserentnahme (WSI),Wasserentnahme (WSI) – Reuse,Anteil wiederverwendetes Prozesswasser,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; WRI-AQ; ISO-14046,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,∑(m³ Standort × WRI‑Aqueduct‑Stressfaktor).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-109,SDG 2 – Kein Hunger,2.4,Wasserentnahme (WSI),Wasserentnahme (WSI) – Abwasserqualität,Messwert in Prozent des jeweils anwendbaren Rechts- oder Genehmigungsgrenzwerts,% des Grenzwerts,lower_is_better,R12,≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3,Rechts-/Genehmigungsgrenze,Rechtsfundstelle je Fall erforderlich,Jeweils anwendbare Rechtsnorm/Genehmigung,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Berichtsrahmen; konkrete Rechts- oder Genehmigungsfundstelle je Fall erforderlich,Teilbelegt – Rechtsfundstelle je Messung fehlt,EU-ESRS; WRI-AQ; ISO-14046,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,"Grenzwertquote = Messwert / anwendbarer Grenzwert × 100; Fundstelle, Einheit, Messpunkt und Zeitraum nachweisen.","Kalibrierter Messwert; Rechtsfundstelle, Grenzwert, Einheit, Messpunkt und Zeitraum",Behördlicher/akkreditierter Nachweis oder unabhängige Prüfung,Prüfung/Parametrisierung erforderlich,Hoch,"Nicht der absolute Messwert, sondern Messwert ÷ Grenzwert × 100 wird bewertet.",v1.4,2026-08-16,
WOK-SC-104,SDG 2 – Kein Hunger,2.3,Kleinbauern‑Integration,Kleinbauern‑Integration – ESG‑Spend‑Coverage,Anteil verifizierter ESG‑Daten am Spend,%,higher_is_better,R26,≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,ESRS S2; GRI 308/414/408/409,"Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-DD; ILO-CORE,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-105,SDG 2 – Kein Hunger,2.3,Kleinbauern‑Integration,Kleinbauern‑Integration – Kinder/Zwangsarbeit,Audits ohne Verstöße,% Lieferanten,higher_is_better,R28,≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS S2, GRI 308/414, OECD Due Diligence","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-DD; ILO-CORE,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-106,SDG 2 – Kein Hunger,2.3,Kleinbauern‑Integration,Kleinbauern‑Integration – Scope‑3 Daten,Primärdaten‑Abdeckung,% Kategorien,higher_is_better,R23,≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-P-101,SDG 2 – Kein Hunger,2.4,Produkt‑PCF Agrar,Produkt‑PCF Agrar – PCF,CO₂‑Fußabdruck pro Einheit,kg CO₂e/Einheit,lower_is_better,R07,Top‑10%:+3; ±Benchmark:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Produktgruppe/Region/Technologie,Ja,"ISO 14067/14040/44 (LCA/PCF), PEF/EF 3.1, EU Reparierbarkeitsindex",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,ISO-14067; EU-ESRS; GRI; EU-WEEE; DE-VERPACKG; EU-PPWR,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Produkt/Funktionseinheit; Lebenszyklusgrenze mindestens cradle-to-gate, bei Nutzungs-/End-of-Life-Relevanz cradle-to-grave",PCF gemäß ISO 14067/PEF; Well‑to‑Gate + Nutzung falls zutreffend.,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,Produktspezifische Referenzpopulation erforderlich.,v1.4,2026-08-16,
WOK-P-102,SDG 2 – Kein Hunger,2.4,Produkt‑PCF Agrar,Produkt‑PCF Agrar – Reparierbarkeit,Reparierbarkeitsindex,Score 0–10,higher_is_better,R24,"≥8:+3; 6–7,9:+2; 4–5,9:0; 2–3,9:‑2; <2:‑3",Produktspezifische Indexkalibrierung,Indexsystem und Produktgruppe müssen ausgewiesen werden,FR-/EU-Reparierbarkeitssystem je Produktgruppe,Optional/Nein,"ISO 14067/14040/44 (LCA/PCF), PEF/EF 3.1, EU Reparierbarkeitsindex",Produktspezifischer Rechts-/Indexrahmen; System und Produktgruppe explizit auswählen,Teilbelegt – produktspezifisch zu validieren,FR-REPAIR; EU-REPAIR; EU-ESPR,A01 Landwirtschaft,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Produkt/Funktionseinheit; Lebenszyklusgrenze mindestens cradle-to-gate, bei Nutzungs-/End-of-Life-Relevanz cradle-to-grave",PCF gemäß ISO 14067/PEF; Well‑to‑Gate + Nutzung falls zutreffend.,"Primärdaten oder qualitätsgesicherte Sekundärdaten; Methode, Zeitraum und Systemgrenze dokumentieren",Limited Assurance; bei materieller Steuerwirkung risikobasiert vertiefen,Produktspezifische bzw. lokale Prüfung erforderlich,Hoch,"Indexsystem, Produktgruppe und Rechtsstand festlegen. Französischer Index und EU-Score sind nicht pauschal austauschbar.",v1.4,2026-08-16,
